user_id,occurred_at,experiment,experiment_group,location,device,user_type
10851,2014-06-04T10:12:17Z,publisher_update,test_group,United States,amazon fire phone,1
2661,2014-06-13T09:31:18Z,publisher_update,control_group,India,macbook pro,1
10859,2014-06-05T23:39:20Z,publisher_update,test_group,Brazil,nexus 10,3
2684,2014-06-02T09:31:30Z,publisher_update,control_group,United Kingdom,macbook air,1
10886,2014-06-02T09:31:23Z,publisher_update,control_group,Japan,macbook pro,1
10887,2014-06-16T09:31:23Z,publisher_update,control_group,United Arab Emirates,nexus 10,3
2707,2014-06-07T08:00:06Z,publisher_update,control_group,United States,nexus 5,1
10905,2014-06-09T09:31:19Z,publisher_update,test_group,Japan,macbook pro,3
10906,2014-06-02T09:31:09Z,publisher_update,test_group,Japan,macbook pro,3
10907,2014-06-30T09:31:33Z,publisher_update,test_group,France,samsung galaxy s4,3
2718,2014-06-17T09:31:07Z,publisher_update,test_group,Canada,hp pavilion desktop,1
2721,2014-06-02T19:04:35Z,publisher_update,test_group,United Kingdom,lenovo thinkpad,2
10916,2014-06-02T09:31:28Z,publisher_update,test_group,Australia,macbook air,3
2737,2014-06-11T09:31:35Z,publisher_update,test_group,United States,iphone 5,2
10939,2014-06-16T09:31:30Z,publisher_update,control_group,Canada,macbook pro,1
2750,2014-06-18T09:31:23Z,publisher_update,test_group,United States,samsung galaxy s4,1
10944,2014-06-16T09:31:31Z,publisher_update,control_group,United States,nexus 5,2
12748,2014-06-10T06:05:21Z,publisher_update,control_group,Russia,macbook pro,3
2774,2014-06-03T18:02:16Z,publisher_update,control_group,Netherlands,htc one,3
1729,2014-06-09T09:31:29Z,publisher_update,test_group,India,macbook pro,2
2782,2014-06-20T09:31:22Z,publisher_update,control_group,United States,nokia lumia 635,1
10975,2014-06-02T09:31:30Z,publisher_update,control_group,Canada,dell inspiron desktop,2
2789,2014-06-01T12:38:04Z,publisher_update,test_group,Spain,nexus 5,1
2792,2014-06-02T09:39:46Z,publisher_update,test_group,Mexico,macbook pro,3
2799,2014-06-08T10:37:09Z,publisher_update,test_group,Spain,nexus 5,2
2802,2014-06-04T17:38:06Z,publisher_update,control_group,France,iphone 5,1
10999,2014-06-10T09:31:48Z,publisher_update,test_group,Japan,nexus 5,1
2818,2014-06-03T09:07:09Z,publisher_update,control_group,United States,iphone 5s,3
11014,2014-06-24T09:31:20Z,publisher_update,control_group,United Kingdom,nexus 5,3
11018,2014-06-17T09:31:34Z,publisher_update,test_group,Canada,nokia lumia 635,2
471,2014-06-18T09:31:27Z,publisher_update,control_group,United States,macbook air,3
11020,2014-06-02T18:29:09Z,publisher_update,control_group,Japan,macbook air,2
2833,2014-06-03T14:27:17Z,publisher_update,test_group,Saudi Arabia,samsung galaxy s4,1
12761,2014-06-06T12:21:25Z,publisher_update,test_group,Taiwan,nexus 5,1
1839,2014-06-30T09:31:35Z,publisher_update,control_group,France,samsung galaxy s4,3
11036,2014-06-07T06:38:04Z,publisher_update,control_group,United States,iphone 5,2
11040,2014-06-18T09:31:10Z,publisher_update,test_group,Japan,iphone 5s,2
11044,2014-06-04T09:31:15Z,publisher_update,control_group,United States,htc one,3
2853,2014-06-03T09:31:33Z,publisher_update,control_group,Austria,dell inspiron desktop,1
2854,2014-06-03T09:31:42Z,publisher_update,control_group,Italy,lenovo thinkpad,3
2859,2014-06-03T09:31:15Z,publisher_update,control_group,Singapore,nexus 7,3
2860,2014-06-03T09:31:20Z,publisher_update,control_group,Mexico,lenovo thinkpad,3
11059,2014-06-25T09:31:28Z,publisher_update,control_group,Argentina,macbook pro,3
11061,2014-06-04T10:10:49Z,publisher_update,control_group,France,dell inspiron desktop,1
11063,2014-06-03T18:19:42Z,publisher_update,control_group,Italy,macbook air,3
2872,2014-06-06T18:37:15Z,publisher_update,test_group,United States,lenovo thinkpad,3
11077,2014-06-05T09:31:41Z,publisher_update,test_group,United States,dell inspiron desktop,3
11090,2014-06-12T09:31:30Z,publisher_update,control_group,Austria,lenovo thinkpad,2
11093,2014-06-04T12:08:20Z,publisher_update,test_group,United Kingdom,macbook pro,1
2902,2014-06-02T19:40:45Z,publisher_update,control_group,Greece,macbook pro,1
12772,2014-06-02T10:28:43Z,publisher_update,test_group,Italy,acer aspire notebook,3
2918,2014-06-05T09:31:50Z,publisher_update,test_group,Canada,macbook pro,3
11115,2014-06-26T09:31:31Z,publisher_update,control_group,Germany,ipad mini,1
2925,2014-06-06T09:31:31Z,publisher_update,test_group,Russia,lenovo thinkpad,3
11118,2014-06-06T13:02:32Z,publisher_update,control_group,Italy,acer aspire desktop,1
12776,2014-06-01T11:00:10Z,publisher_update,control_group,Korea,lenovo thinkpad,3
2931,2014-06-09T09:26:50Z,publisher_update,control_group,Brazil,iphone 5,2
2935,2014-06-20T09:31:14Z,publisher_update,test_group,Canada,lenovo thinkpad,1
2936,2014-06-13T09:31:28Z,publisher_update,control_group,United Kingdom,iphone 5,3
2938,2014-06-20T09:31:19Z,publisher_update,control_group,Germany,iphone 4s,3
2940,2014-06-04T11:04:43Z,publisher_update,test_group,United States,macbook pro,1
2943,2014-06-09T09:31:24Z,publisher_update,control_group,Austria,lenovo thinkpad,2
2954,2014-06-02T09:31:34Z,publisher_update,control_group,United States,macbook pro,2
2955,2014-06-09T09:31:19Z,publisher_update,control_group,Russia,macbook pro,1
12879,2014-06-04T14:48:26Z,publisher_update,control_group,Japan,nexus 5,3
2959,2014-06-23T09:31:37Z,publisher_update,control_group,Malaysia,acer aspire desktop,1
2960,2014-06-16T09:31:26Z,publisher_update,control_group,Denmark,acer aspire notebook,2
2966,2014-06-09T09:31:29Z,publisher_update,test_group,Thailand,ipad mini,1
11159,2014-06-03T19:39:14Z,publisher_update,control_group,United States,iphone 5s,2
2968,2014-06-04T17:44:04Z,publisher_update,control_group,Canada,nexus 10,1
11166,2014-06-27T09:31:24Z,publisher_update,control_group,Indonesia,acer aspire desktop,3
11167,2014-06-06T09:31:44Z,publisher_update,test_group,France,lenovo thinkpad,3
11170,2014-06-02T23:30:08Z,publisher_update,control_group,Spain,dell inspiron notebook,2
11171,2014-06-20T09:31:30Z,publisher_update,test_group,United States,asus chromebook,3
2982,2014-06-03T09:31:21Z,publisher_update,control_group,United States,asus chromebook,3
2984,2014-06-17T09:31:41Z,publisher_update,test_group,Japan,iphone 5s,2
11181,2014-06-13T09:31:34Z,publisher_update,control_group,United States,nexus 5,3
2990,2014-06-24T09:31:06Z,publisher_update,control_group,United States,iphone 4s,1
2995,2014-06-03T09:31:22Z,publisher_update,test_group,South Africa,asus chromebook,2
11192,2014-06-23T09:31:28Z,publisher_update,test_group,France,iphone 4s,3
12788,2014-06-03T15:43:59Z,publisher_update,control_group,United States,macbook pro,1
11195,2014-06-16T09:31:32Z,publisher_update,control_group,Italy,hp pavilion desktop,3
11202,2014-06-09T09:31:17Z,publisher_update,test_group,United States,dell inspiron notebook,3
3015,2014-06-11T09:31:19Z,publisher_update,control_group,United Kingdom,macbook pro,3
11213,2014-06-02T11:36:32Z,publisher_update,test_group,Australia,macbook pro,1
3028,2014-06-06T08:34:44Z,publisher_update,control_group,Malaysia,iphone 5s,3
3029,2014-06-04T09:31:30Z,publisher_update,test_group,United States,macbook pro,2
3031,2014-06-04T09:31:13Z,publisher_update,test_group,Turkey,samsung galaxy s4,2
3032,2014-06-12T09:31:19Z,publisher_update,test_group,Russia,macbook pro,1
11231,2014-06-03T15:59:00Z,publisher_update,control_group,United States,iphone 5,1
11239,2014-06-03T11:02:19Z,publisher_update,control_group,United Kingdom,ipad air,1
3051,2014-06-12T09:31:28Z,publisher_update,control_group,United States,iphone 4s,2
11246,2014-06-02T09:31:15Z,publisher_update,test_group,United States,nexus 7,1
3058,2014-06-05T16:50:09Z,publisher_update,control_group,India,samsung galaxy s4,2
11251,2014-06-05T12:04:58Z,publisher_update,test_group,Mexico,macbook air,2
11256,2014-06-02T11:03:30Z,publisher_update,test_group,Argentina,samsung galaxy s4,3
3065,2014-06-27T09:31:22Z,publisher_update,control_group,France,dell inspiron desktop,3
11261,2014-06-03T19:43:08Z,publisher_update,test_group,Brazil,iphone 5,1
11262,2014-06-03T19:27:36Z,publisher_update,control_group,Switzerland,lenovo thinkpad,3
11272,2014-06-02T09:31:07Z,publisher_update,test_group,United States,macbook air,2
3081,2014-06-13T09:31:38Z,publisher_update,test_group,Korea,iphone 5,1
3084,2014-06-09T09:31:15Z,publisher_update,test_group,France,macbook air,2
3090,2014-06-16T09:31:16Z,publisher_update,test_group,Japan,htc one,3
11284,2014-06-02T18:35:34Z,publisher_update,test_group,United States,macbook air,1
3100,2014-06-23T09:31:29Z,publisher_update,test_group,Korea,acer aspire desktop,1
3102,2014-06-02T09:31:40Z,publisher_update,test_group,Indonesia,iphone 5s,1
11310,2014-06-10T09:31:22Z,publisher_update,control_group,Canada,nexus 5,2
3119,2014-06-03T09:31:21Z,publisher_update,control_group,United States,lenovo thinkpad,3
3121,2014-06-02T08:33:05Z,publisher_update,test_group,United States,macbook air,1
11319,2014-06-17T09:31:52Z,publisher_update,control_group,United States,macbook pro,2
11323,2014-06-10T09:31:12Z,publisher_update,control_group,Germany,iphone 5s,2
11330,2014-06-10T09:31:22Z,publisher_update,control_group,Brazil,dell inspiron notebook,2
11337,2014-06-24T09:31:39Z,publisher_update,control_group,Taiwan,iphone 5,1
11343,2014-06-03T09:31:25Z,publisher_update,control_group,Colombia,htc one,3
3159,2014-06-18T09:31:22Z,publisher_update,control_group,Saudi Arabia,macbook pro,2
11352,2014-06-11T09:31:21Z,publisher_update,test_group,United States,iphone 5,2
11353,2014-06-04T11:54:22Z,publisher_update,test_group,United States,macbook air,3
3163,2014-06-11T09:31:41Z,publisher_update,control_group,Finland,dell inspiron notebook,1
3170,2014-06-05T09:31:31Z,publisher_update,test_group,France,macbook pro,1
3176,2014-06-05T10:14:06Z,publisher_update,test_group,United States,macbook pro,1
11376,2014-06-18T09:31:26Z,publisher_update,test_group,India,macbook pro,3
3200,2014-06-13T09:31:37Z,publisher_update,control_group,United Arab Emirates,macbook pro,2
3207,2014-06-27T09:31:27Z,publisher_update,test_group,Japan,windows surface,1
3208,2014-06-20T09:31:37Z,publisher_update,test_group,United States,acer aspire notebook,3
11401,2014-06-25T09:31:44Z,publisher_update,test_group,Italy,acer aspire desktop,1
11402,2014-06-04T09:31:34Z,publisher_update,test_group,United States,nokia lumia 635,3
3213,2014-06-16T09:31:19Z,publisher_update,control_group,France,kindle fire,3
11414,2014-06-25T09:31:37Z,publisher_update,test_group,United States,dell inspiron notebook,1
11416,2014-06-25T09:31:56Z,publisher_update,control_group,United States,iphone 5s,2
3226,2014-06-07T17:56:23Z,publisher_update,control_group,Russia,macbook air,1
3227,2014-06-09T09:31:10Z,publisher_update,control_group,Italy,mac mini,3
3231,2014-06-30T09:31:24Z,publisher_update,test_group,United States,macbook pro,3
3238,2014-06-23T09:31:31Z,publisher_update,control_group,United States,iphone 5,3
3240,2014-06-23T09:31:37Z,publisher_update,test_group,Russia,hp pavilion desktop,3
3243,2014-06-16T09:31:36Z,publisher_update,test_group,United States,samsung galaxy note,3
3245,2014-06-04T17:13:48Z,publisher_update,test_group,Ireland,nexus 7,1
3250,2014-06-16T09:31:21Z,publisher_update,control_group,Germany,lenovo thinkpad,2
3251,2014-06-16T09:31:33Z,publisher_update,control_group,United States,lenovo thinkpad,2
3255,2014-06-24T09:31:30Z,publisher_update,control_group,Belgium,macbook pro,1
11450,2014-06-03T12:15:11Z,publisher_update,control_group,India,nexus 7,3
13202,2014-06-01T08:08:31Z,publisher_update,control_group,United States,iphone 4s,3
3264,2014-06-10T09:31:28Z,publisher_update,control_group,Switzerland,dell inspiron notebook,2
3269,2014-06-04T15:03:07Z,publisher_update,test_group,South Africa,mac mini,1
3271,2014-06-10T09:31:49Z,publisher_update,control_group,France,hp pavilion desktop,2
3274,2014-06-17T09:31:17Z,publisher_update,control_group,Venezuela,asus chromebook,1
11487,2014-06-03T07:16:51Z,publisher_update,test_group,Mexico,lenovo thinkpad,3
11490,2014-06-02T11:05:02Z,publisher_update,test_group,Argentina,acer aspire desktop,1
3301,2014-06-18T09:31:50Z,publisher_update,test_group,Japan,iphone 4s,3
3306,2014-06-19T09:31:46Z,publisher_update,control_group,United States,nexus 5,2
11504,2014-06-13T19:42:17Z,publisher_update,control_group,Japan,macbook pro,3
3316,2014-06-19T09:31:30Z,publisher_update,test_group,Indonesia,lenovo thinkpad,3
3318,2014-06-13T11:48:51Z,publisher_update,test_group,Brazil,nokia lumia 635,3
11515,2014-06-06T09:31:12Z,publisher_update,control_group,Japan,dell inspiron desktop,3
3325,2014-06-19T09:31:47Z,publisher_update,test_group,Germany,iphone 4s,1
11523,2014-06-20T09:31:43Z,publisher_update,control_group,Chile,macbook air,2
3334,2014-06-13T09:31:19Z,publisher_update,control_group,United States,ipad air,1
11536,2014-06-09T14:31:16Z,publisher_update,control_group,Taiwan,macbook air,2
3353,2014-06-06T16:38:26Z,publisher_update,test_group,Mexico,iphone 5,2
11554,2014-06-30T09:31:35Z,publisher_update,control_group,Canada,acer aspire notebook,3
11555,2014-06-07T15:38:28Z,publisher_update,control_group,Germany,dell inspiron notebook,1
3369,2014-06-02T09:31:30Z,publisher_update,test_group,United States,samsung galaxy s4,3
11563,2014-06-09T09:31:15Z,publisher_update,control_group,Poland,acer aspire notebook,2
11581,2014-06-09T09:31:18Z,publisher_update,control_group,United States,dell inspiron notebook,3
3390,2014-06-03T12:37:35Z,publisher_update,test_group,Poland,hp pavilion desktop,1
3391,2014-06-16T09:31:38Z,publisher_update,test_group,Korea,nokia lumia 635,2
11592,2014-06-02T08:39:36Z,publisher_update,test_group,Germany,lenovo thinkpad,2
11597,2014-06-02T19:26:40Z,publisher_update,control_group,India,dell inspiron notebook,1
11606,2014-06-23T09:31:10Z,publisher_update,control_group,United States,lenovo thinkpad,2
11607,2014-06-07T16:58:59Z,publisher_update,control_group,Korea,iphone 5,1
11611,2014-06-09T09:31:20Z,publisher_update,test_group,Malaysia,iphone 5,1
3420,2014-06-17T09:31:41Z,publisher_update,control_group,India,nexus 10,3
3423,2014-06-03T09:31:31Z,publisher_update,control_group,Belgium,iphone 5,3
3424,2014-06-03T09:31:23Z,publisher_update,control_group,Sweden,nexus 7,3
11617,2014-06-23T09:31:25Z,publisher_update,test_group,Portugal,iphone 5s,1
11621,2014-06-16T09:31:34Z,publisher_update,test_group,United States,nokia lumia 635,1
11625,2014-06-02T09:04:22Z,publisher_update,test_group,United Kingdom,ipad mini,1
11630,2014-06-06T12:24:13Z,publisher_update,test_group,United Kingdom,lenovo thinkpad,1
3440,2014-06-25T09:31:23Z,publisher_update,test_group,Germany,macbook pro,2
3446,2014-06-25T09:31:42Z,publisher_update,control_group,United States,dell inspiron notebook,1
11640,2014-06-07T10:38:48Z,publisher_update,test_group,Korea,nexus 5,3
11645,2014-06-04T18:10:08Z,publisher_update,test_group,United States,lenovo thinkpad,2
3454,2014-06-18T09:31:39Z,publisher_update,control_group,United States,samsung galaxy s4,3
3460,2014-06-19T09:31:29Z,publisher_update,control_group,India,amazon fire phone,3
3462,2014-06-26T09:31:31Z,publisher_update,control_group,Netherlands,dell inspiron notebook,3
11655,2014-06-02T17:59:14Z,publisher_update,control_group,Brazil,macbook pro,1
11657,2014-06-17T09:31:14Z,publisher_update,control_group,United Kingdom,amazon fire phone,1
3468,2014-06-05T09:31:12Z,publisher_update,test_group,Finland,acer aspire notebook,1
3470,2014-06-05T09:31:43Z,publisher_update,control_group,United States,dell inspiron notebook,3
11666,2014-06-03T09:31:29Z,publisher_update,control_group,Ireland,lenovo thinkpad,2
12867,2014-06-19T09:31:20Z,publisher_update,test_group,Germany,mac mini,2
11675,2014-06-03T11:44:10Z,publisher_update,test_group,France,macbook air,3
3484,2014-06-03T10:39:30Z,publisher_update,control_group,Brazil,dell inspiron notebook,1
3486,2014-06-05T19:56:07Z,publisher_update,control_group,Russia,macbook pro,2
3490,2014-06-03T15:05:55Z,publisher_update,control_group,Sweden,macbook pro,3
11684,2014-06-03T08:00:41Z,publisher_update,test_group,Japan,ipad air,1
11687,2014-06-03T09:31:36Z,publisher_update,test_group,United States,dell inspiron notebook,1
11699,2014-06-17T09:31:38Z,publisher_update,control_group,United States,asus chromebook,3
11700,2014-06-10T09:31:30Z,publisher_update,test_group,France,samsung galaxy s4,3
11703,2014-06-10T09:31:10Z,publisher_update,control_group,Japan,macbook pro,3
3521,2014-06-16T09:31:29Z,publisher_update,test_group,United States,macbook pro,1
1954,2014-06-23T09:31:27Z,publisher_update,control_group,United States,iphone 5s,3
3536,2014-06-04T13:42:57Z,publisher_update,control_group,France,dell inspiron notebook,1
3541,2014-06-16T09:31:34Z,publisher_update,control_group,United States,hp pavilion desktop,1
3545,2014-06-02T09:31:45Z,publisher_update,control_group,United States,macbook air,3
3547,2014-06-02T09:31:28Z,publisher_update,test_group,United States,macbook air,2
3555,2014-06-02T17:27:25Z,publisher_update,test_group,United States,macbook pro,1
3558,2014-06-17T09:31:23Z,publisher_update,test_group,United States,nexus 5,1
11756,2014-06-18T09:31:11Z,publisher_update,test_group,United Kingdom,ipad air,1
3565,2014-06-03T09:31:21Z,publisher_update,test_group,Saudi Arabia,macbook pro,1
3575,2014-06-03T09:31:22Z,publisher_update,control_group,India,lenovo thinkpad,2
3582,2014-06-04T09:31:33Z,publisher_update,control_group,Germany,macbook pro,1
3584,2014-06-01T06:26:50Z,publisher_update,control_group,United States,ipad air,1
11778,2014-06-09T07:06:11Z,publisher_update,control_group,Indonesia,macbook pro,3
3590,2014-06-04T09:31:26Z,publisher_update,test_group,Mexico,nexus 5,1
11793,2014-06-04T19:42:14Z,publisher_update,control_group,United States,mac mini,1
3605,2014-06-18T09:31:31Z,publisher_update,control_group,Denmark,macbook pro,3
11798,2014-06-05T08:53:33Z,publisher_update,test_group,United States,samsung galaxy s4,3
11799,2014-06-26T09:31:21Z,publisher_update,control_group,Germany,samsung galaxy note,2
3620,2014-06-19T09:31:27Z,publisher_update,test_group,Spain,lenovo thinkpad,2
11813,2014-06-02T16:06:32Z,publisher_update,control_group,Saudi Arabia,nexus 7,3
11816,2014-06-19T09:31:31Z,publisher_update,test_group,Sweden,lenovo thinkpad,3
3626,2014-06-03T08:41:23Z,publisher_update,test_group,Korea,asus chromebook,1
3627,2014-06-19T09:31:43Z,publisher_update,control_group,France,iphone 5,3
11820,2014-06-05T05:14:38Z,publisher_update,control_group,United States,asus chromebook,2
11824,2014-06-07T11:56:15Z,publisher_update,test_group,Poland,lenovo thinkpad,1
3633,2014-06-05T14:31:52Z,publisher_update,test_group,Russia,iphone 5,1
3636,2014-06-13T09:31:26Z,publisher_update,control_group,Norway,lenovo thinkpad,3
11832,2014-06-05T09:31:27Z,publisher_update,test_group,Japan,macbook pro,2
11833,2014-06-01T08:32:20Z,publisher_update,control_group,United Kingdom,nexus 5,1
11841,2014-06-02T12:59:59Z,publisher_update,test_group,United Kingdom,acer aspire desktop,1
11842,2014-06-06T09:31:03Z,publisher_update,control_group,Germany,macbook pro,2
11844,2014-06-06T09:31:23Z,publisher_update,test_group,Mexico,lenovo thinkpad,3
3657,2014-06-13T09:31:23Z,publisher_update,control_group,United States,macbook pro,3
3658,2014-06-27T09:31:33Z,publisher_update,test_group,France,lenovo thinkpad,1
3660,2014-06-27T09:31:50Z,publisher_update,test_group,United States,lenovo thinkpad,2
11858,2014-06-06T09:31:18Z,publisher_update,control_group,United States,dell inspiron desktop,1
11863,2014-06-06T09:31:50Z,publisher_update,control_group,Brazil,iphone 5,3
11865,2014-06-20T09:31:51Z,publisher_update,test_group,Japan,macbook pro,2
3675,2014-06-02T09:31:37Z,publisher_update,control_group,United States,nexus 5,3
11877,2014-06-27T09:31:38Z,publisher_update,test_group,Portugal,ipad mini,1
12903,2014-06-02T11:54:44Z,publisher_update,control_group,Argentina,nexus 10,1
11893,2014-06-06T09:31:12Z,publisher_update,control_group,United States,acer aspire notebook,3
3708,2014-06-06T11:12:21Z,publisher_update,test_group,Japan,iphone 5,3
11901,2014-06-03T15:12:16Z,publisher_update,test_group,Saudi Arabia,samsung galaxy s4,2
11906,2014-06-02T09:31:08Z,publisher_update,test_group,Japan,lenovo thinkpad,1
11909,2014-06-07T14:57:37Z,publisher_update,control_group,Italy,lenovo thinkpad,1
3720,2014-06-03T09:31:35Z,publisher_update,test_group,United States,lenovo thinkpad,1
11919,2014-06-30T09:31:43Z,publisher_update,control_group,Canada,acer aspire notebook,3
11926,2014-06-02T14:03:30Z,publisher_update,test_group,Saudi Arabia,lenovo thinkpad,1
3737,2014-06-04T09:31:35Z,publisher_update,control_group,United States,samsung galaxy s4,2
11931,2014-06-02T09:31:38Z,publisher_update,control_group,Venezuela,samsung galaxy s4,3
11933,2014-06-02T15:41:32Z,publisher_update,test_group,United Arab Emirates,samsung galaxy s4,3
3744,2014-06-11T09:31:26Z,publisher_update,test_group,Malaysia,macbook air,3
11940,2014-06-16T09:31:42Z,publisher_update,control_group,Hong Kong,lenovo thinkpad,3
11942,2014-06-03T15:00:37Z,publisher_update,control_group,France,macbook pro,1
3754,2014-06-04T09:31:23Z,publisher_update,control_group,United States,iphone 5,3
11949,2014-06-02T09:31:39Z,publisher_update,control_group,Canada,ipad mini,1
11955,2014-06-06T16:46:07Z,publisher_update,test_group,Australia,hp pavilion desktop,2
3768,2014-06-12T09:31:40Z,publisher_update,control_group,Portugal,samsung galaxy note,3
3774,2014-06-02T08:52:05Z,publisher_update,control_group,Egypt,iphone 5s,1
11972,2014-06-02T16:17:15Z,publisher_update,test_group,Germany,macbook pro,3
3787,2014-06-26T09:31:25Z,publisher_update,test_group,United States,samsung galaxy s4,3
11984,2014-06-06T08:21:23Z,publisher_update,test_group,Saudi Arabia,macbook air,2
11986,2014-06-23T09:31:16Z,publisher_update,control_group,United Arab Emirates,macbook air,1
11990,2014-06-23T09:31:26Z,publisher_update,control_group,France,nexus 5,3
11992,2014-06-03T08:37:47Z,publisher_update,control_group,Pakistan,samsung galaxy s4,1
11998,2014-06-07T08:20:24Z,publisher_update,control_group,Germany,nexus 10,3
12001,2014-06-05T12:44:58Z,publisher_update,test_group,Japan,macbook pro,1
3811,2014-06-04T11:04:18Z,publisher_update,control_group,United States,macbook air,1
12005,2014-06-09T11:29:12Z,publisher_update,test_group,Denmark,macbook pro,3
12007,2014-06-07T17:48:26Z,publisher_update,test_group,Japan,macbook pro,1
3821,2014-06-03T14:32:43Z,publisher_update,test_group,France,mac mini,1
12014,2014-06-07T15:00:05Z,publisher_update,control_group,Australia,macbook pro,3
12925,2014-06-12T15:51:26Z,publisher_update,control_group,Venezuela,macbook pro,3
12023,2014-06-03T09:31:51Z,publisher_update,test_group,Belgium,nexus 5,2
12029,2014-06-24T09:31:25Z,publisher_update,test_group,United Arab Emirates,macbook pro,2
12033,2014-06-03T14:14:02Z,publisher_update,test_group,United States,lenovo thinkpad,1
12034,2014-06-05T18:20:20Z,publisher_update,test_group,Canada,dell inspiron desktop,1
3847,2014-06-16T09:31:36Z,publisher_update,test_group,Japan,iphone 4s,3
12040,2014-06-17T09:31:37Z,publisher_update,test_group,United States,macbook pro,3
3853,2014-06-23T09:31:10Z,publisher_update,test_group,United States,lenovo thinkpad,2
3856,2014-06-03T08:56:33Z,publisher_update,control_group,Germany,ipad air,3
12050,2014-06-17T09:31:27Z,publisher_update,control_group,Mexico,iphone 4s,1
3860,2014-06-30T09:31:34Z,publisher_update,test_group,Malaysia,lenovo thinkpad,1
12053,2014-06-03T08:36:03Z,publisher_update,control_group,Russia,htc one,2
12054,2014-06-03T19:09:55Z,publisher_update,control_group,United States,nokia lumia 635,2
3873,2014-06-04T15:23:13Z,publisher_update,control_group,Korea,iphone 4s,2
3878,2014-06-17T09:31:48Z,publisher_update,control_group,United States,nexus 5,2
3880,2014-06-24T09:31:41Z,publisher_update,control_group,Germany,hp pavilion desktop,3
3882,2014-06-17T09:31:23Z,publisher_update,test_group,Korea,dell inspiron desktop,1
3884,2014-06-07T03:58:54Z,publisher_update,test_group,United States,samsung galaxy s4,1
12079,2014-06-04T13:39:26Z,publisher_update,control_group,United States,lenovo thinkpad,3
12081,2014-06-18T09:31:16Z,publisher_update,test_group,Norway,acer aspire notebook,1
3894,2014-06-10T09:31:31Z,publisher_update,test_group,United States,iphone 5,2
3900,2014-06-11T09:31:25Z,publisher_update,test_group,Italy,lenovo thinkpad,3
3901,2014-06-07T12:15:05Z,publisher_update,test_group,Germany,macbook pro,1
3909,2014-06-03T19:12:38Z,publisher_update,control_group,Japan,lenovo thinkpad,2
12113,2014-06-04T09:31:28Z,publisher_update,test_group,Germany,lenovo thinkpad,3
12119,2014-06-03T13:44:08Z,publisher_update,test_group,United States,mac mini,3
12122,2014-06-05T09:31:16Z,publisher_update,control_group,United Kingdom,hp pavilion desktop,3
3931,2014-06-12T09:31:21Z,publisher_update,test_group,Japan,iphone 4s,1
12127,2014-06-03T13:19:59Z,publisher_update,control_group,Italy,macbook pro,3
3948,2014-06-03T13:05:34Z,publisher_update,test_group,United Kingdom,macbook pro,1
12144,2014-06-03T13:36:55Z,publisher_update,test_group,Thailand,samsung galaxy s4,1
12149,2014-06-05T09:31:21Z,publisher_update,control_group,Hong Kong,macbook pro,3
12152,2014-06-05T09:31:54Z,publisher_update,test_group,Germany,macbook pro,2
12153,2014-06-19T09:31:27Z,publisher_update,test_group,Korea,dell inspiron notebook,1
3966,2014-06-13T09:31:42Z,publisher_update,control_group,India,ipad mini,3
12161,2014-06-05T09:31:34Z,publisher_update,test_group,Saudi Arabia,iphone 5,2
3970,2014-06-03T10:04:47Z,publisher_update,control_group,United States,samsung galaxy note,1
3971,2014-06-03T19:31:56Z,publisher_update,control_group,Sweden,macbook pro,1
12164,2014-06-04T15:05:03Z,publisher_update,control_group,Indonesia,acer aspire notebook,1
3973,2014-06-06T09:31:14Z,publisher_update,control_group,Pakistan,samsung galaxy s4,1
12170,2014-06-02T15:50:22Z,publisher_update,test_group,United States,hp pavilion desktop,1
3979,2014-06-06T09:31:31Z,publisher_update,control_group,Malaysia,samsung galaxy s4,3
12178,2014-06-06T15:35:25Z,publisher_update,test_group,United States,macbook air,3
3988,2014-06-30T09:31:19Z,publisher_update,control_group,Japan,dell inspiron desktop,3
12181,2014-06-12T09:31:18Z,publisher_update,control_group,United States,amazon fire phone,2
12185,2014-06-19T09:31:11Z,publisher_update,test_group,Russia,iphone 5,1
9953,2014-06-06T09:31:21Z,publisher_update,control_group,United States,dell inspiron notebook,2
4002,2014-06-23T09:31:17Z,publisher_update,test_group,Belgium,dell inspiron notebook,1
4011,2014-06-16T09:31:43Z,publisher_update,control_group,Netherlands,nokia lumia 635,2
12205,2014-06-27T09:31:45Z,publisher_update,test_group,Russia,dell inspiron desktop,1
12212,2014-06-06T09:31:32Z,publisher_update,control_group,Poland,macbook pro,3
12221,2014-06-27T09:31:38Z,publisher_update,control_group,United States,iphone 5,3
4032,2014-06-23T09:31:07Z,publisher_update,test_group,United States,nexus 5,1
4037,2014-06-02T09:31:40Z,publisher_update,test_group,Ireland,macbook pro,1
4038,2014-06-23T09:31:11Z,publisher_update,test_group,United States,nexus 10,1
4043,2014-06-03T09:31:21Z,publisher_update,test_group,United Kingdom,hp pavilion desktop,1
12237,2014-06-13T09:31:20Z,publisher_update,control_group,United States,lenovo thinkpad,3
12241,2014-06-04T16:54:18Z,publisher_update,control_group,United Kingdom,dell inspiron notebook,2
12243,2014-06-13T09:31:33Z,publisher_update,control_group,Korea,iphone 4s,3
4052,2014-06-02T10:38:55Z,publisher_update,control_group,Saudi Arabia,iphone 4s,3
12246,2014-06-20T09:31:35Z,publisher_update,test_group,Germany,macbook air,2
12248,2014-06-06T09:31:40Z,publisher_update,test_group,United States,dell inspiron notebook,1
